"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60465","test_view[Planning Client -> Adv. Filter Field Mapping:Task Text 75  (Custom Task Text Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","passed","2026-01-04","Task Text 75  (Custom Task Text Field)","view","",""
"","63008","test_view[Planning Client -> Adv. Filter Field Mapping:Text 10]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","failed","2026-01-04","Text 10","view","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","47903","test_negative_update[Planning Client -> Common:Show Push out project schedule option]","Planning Client -> Common","2026-01-03","failed","2026-01-03","Show Push out project schedule option","negative_update","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","59236","test_edit_non_admin[Project Mgr -> Pipeline View:Worsened]","Project Mgr -> Pipeline View","2026-01-03","failed","2026-01-03","Worsened","edit_non_admin","",""
"","40446","test_update[Project Mgr -> Task Level Priorities By Project:Filters Available]","Project Mgr -> Task Level Priorities By Project","2026-01-03","failed","2026-01-03","Filters Available","edit","",""
"","47896","test_update[Metrics -> Task Mgt:Show Priority Compliance]","Metrics -> Task Mgt","2026-01-04","passed","2026-01-04","Show Priority Compliance","edit","",""
"","48611","test_view[Common -> Column Names:Subtask type Network]","Common -> Column Names","2026-01-04","passed","2026-01-04","Subtask type Network","view","",""
"","57094","test_update[Common -> Column Names:Work Card Equipment]","Common -> Column Names","2026-01-03","passed","2026-01-03","Work Card Equipment","edit","",""
"","53111","test_update[Common -> Column Names:Review Date]","Common -> Column Names","2026-01-03","passed","2026-01-03","Review Date","edit","",""
"","35680","test_update[Metrics -> On-Time Delivery:DATE_RANGE_FUTURE]","Metrics -> On-Time Delivery","2026-01-04","failed","2026-01-04","DATE_RANGE_FUTURE","edit","",""
"","41623","test_view[Common -> Column Names:Project Attribute 7]","Common -> Column Names","2026-01-04","passed","2026-01-04","Project Attribute 7","view","",""
"","41014","test_update[Common -> Column Names:MS Project Identifier (Penetrating Task)]","Common -> Column Names","2026-01-03","passed","2026-01-03","MS Project Identifier (Penetrating Task)","edit","",""
"","38175","test_view[Common, Checklist -> Full Kit Task:Hidden Fields]","Common, Checklist -> Full Kit Task","2026-01-04","passed","2026-01-04","Hidden Fields","view","",""
"","22763","test_view[Common:Shift 1]","Common","2026-01-04","passed","2026-01-04","Shift 1","view","",""
"","53269","test_update[Common -> Column Names:Full Kit Mgr]","Common -> Column Names","2026-01-03","failed","2026-01-03","Full Kit Mgr","edit","",""
"","45833","test_view[Common -> Filter Names:Include Drum Phase Cycle Time]","Common -> Filter Names","2026-01-04","passed","2026-01-04","Include Drum Phase Cycle Time","view","",""
"","54264","test_update[Common -> Filter Names:Days Decrease In Rem Dur For IP Tasks]","Common -> Filter Names","2026-01-03","passed","2026-01-03","Days Decrease In Rem Dur For IP Tasks","edit","",""
"","34006","test_update[Common:Enable Custom Path for Realization Project Viewer]","Common","2026-01-04","passed","2026-01-04","Enable Custom Path for Realization Project Viewer","edit","",""
"","67939","test_update[Project Mgr -> Contractual Milestone Chain View/Milestone Penetrating Chain:Include only Red Chains]","Project Mgr -> Contractual Milestone Chain View/Milestone Penetrating Chain","2026-01-03","passed","2026-01-03","Include only Red Chains","edit","",""
"","38922","test_view[Planning Client -> Adv. Filter Field Mapping:Task Text 42  (Custom Task Text Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","passed","2026-01-04","Task Text 42  (Custom Task Text Field)","view","",""
"","59376","test_view[Common, Task -> Custom Task Text Fields:Custom Task Text Field 1]","Common, Task -> Custom Task Text Fields","2026-01-04","passed","2026-01-04","Custom Task Text Field 1","view","",""
"","72735","test_update[Planning Client -> Table View CC mode:Column Order]","Planning Client -> Table View CC mode","2026-01-04","failed","2026-01-04","Column Order","edit","",""
"","69603","test_view[Common -> Column Names:Task Number 24  (Custom Task Number Field)]","Common -> Column Names","2026-01-04","failed","2026-01-04","Task Number 24  (Custom Task Number Field)","view","",""
"","31196","test_update[Common -> Column Names:Global Max units]","Common -> Column Names","2026-01-03","failed","2026-01-03","Global Max units","edit","",""
"","95951","test_update[Buffer Management:RemainingDurationUpdatePeriodForPT]","Buffer Management","2026-01-03","passed","2026-01-03","RemainingDurationUpdatePeriodForPT","edit","",""
"","19603","test_update[Common -> Filter Names:Custom Task Text5]","Common -> Filter Names","2026-01-03","failed","2026-01-03","Custom Task Text5","edit","",""
"","42072","test_update[Common -> Filter Names:Yearly]","Common -> Filter Names","2026-01-03","passed","2026-01-03","Yearly","edit","",""
"","43153","test_view[Common -> Filter Names:Team]","Common -> Filter Names","2026-01-04","passed","2026-01-04","Team","view","",""
"","44705","test_update[Server:Resource Accuracy Factor]","Server","2026-01-04","passed","2026-01-04","Resource Accuracy Factor","edit","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","47299","test_edit_non_admin[Planning Client -> Milestone panel:Hidden Fields]","Planning Client -> Milestone panel","2026-01-03","failed","2026-01-03","Hidden Fields","edit_non_admin","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","64010","test_negative_update[Project Mgr -> Task Level Priorities By Project:Print Font Size]","Project Mgr -> Task Level Priorities By Project","2026-01-03","failed","2026-01-03","Print Font Size","negative_update","",""
"","36196","test_update[Task List -> Common:Verify CO Task Delay]","Task List -> Common","2026-01-04","passed","2026-01-04","Verify CO Task Delay","edit","",""
"","49599","test_view[Common -> Column Names:Commented Date]","Common -> Column Names","2026-01-04","passed","2026-01-04","Commented Date","view","",""
"","57505","test_update[Integration -> Subtask:TargetStreamId]","Integration -> Subtask","2026-01-04","failed","2026-01-04","TargetStreamId","edit","",""
"","114047","test_update[Project Mgr -> Modify Projects:Complete]","Project Mgr -> Modify Projects","2026-01-03","passed","2026-01-03","Complete","edit","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","52731","test_edit_non_admin[Common, Checklist -> Task Custom Text Fields:Hidden Fields]","Common, Checklist -> Task Custom Text Fields","2026-01-03","failed","2026-01-03","Hidden Fields","edit_non_admin","",""
"","45270","test_update[Resource Mgr -> Resource L:C:Filters Available]","Resource Mgr -> Resource L:C","2026-01-03","failed","2026-01-03","Filters Available","edit","",""
"","55492","test_view[Project Mgr -> Task Level Priorities By Task Mgr:Show logged in user selected in the Task Manager Filter]","Project Mgr -> Task Level Priorities By Task Mgr","2026-01-05","failed","2026-01-05","Show logged in user selected in the Task Manager Filter","view","",""
"","40089","test_update[Common -> Column Names:Changes]","Common -> Column Names","2026-01-03","passed","2026-01-03","Changes","edit","",""
"
    Test context retention for 3 randomly picked rows from the Excel sheet.
    ","60237","test_context_retention[Project Mgr -> Project/Milestone Penetrating Chain:Column Order]","Project Mgr -> Project/Milestone Penetrating Chain","2026-01-03","failed","2026-01-03","Column Order","context_retention","",""
"","33185","test_view[Integration -> Subtask:Temporay Table Name]","Integration -> Subtask","2026-01-04","passed","2026-01-04","Temporay Table Name","view","",""
"","57804","test_view[Float Priorities:Normalized Total Float Range for Yellow]","Float Priorities","2026-01-04","failed","2026-01-04","Normalized Total Float Range for Yellow","view","",""
"","41321","test_update[Common -> Column Names:More Actions]","Common -> Column Names","2026-01-03","passed","2026-01-03","More Actions","edit","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","44073","test_edit_non_admin[Executive -> Stuck Tasks Delays:Default number of escalation types to expand]","Executive -> Stuck Tasks Delays","2026-01-03","passed","2026-01-03","Default number of escalation types to expand","edit_non_admin","",""
"","67307","test_view[Planning Client -> Common:Float Group D % Limit]","Planning Client -> Common","2026-01-04","passed","2026-01-04","Float Group D % Limit","view","",""
"","61716","test_update[Project Mgr -> Review History:Include Contractual Milestones]","Project Mgr -> Review History","2026-01-03","passed","2026-01-03","Include Contractual Milestones","edit","",""
"","65377","test_view[Common:Include Hours for Date/Duration Display Format]","Common","2026-01-04","passed","2026-01-04","Include Hours for Date/Duration Display Format","view","",""
"","37541","test_update[Common -> Filter Names:Min Task Escalated Duration (in Days)]","Common -> Filter Names","2026-01-03","failed","2026-01-03","Min Task Escalated Duration (in Days)","edit","",""
"","74561","test_update[Common -> Filter Names:Every 30 days from Today]","Common -> Filter Names","2026-01-03","failed","2026-01-03","Every 30 days from Today","edit","",""
"","30445","test_view[Metrics -> Cycle Time:Display Custom Line]","Metrics -> Cycle Time","2026-01-04","passed","2026-01-04","Display Custom Line","view","",""
"","47693","test_update[Purchase Dates Integration:Set Field Delimiter]","Purchase Dates Integration","2026-01-03","failed","2026-01-03","Set Field Delimiter","edit","",""
"","53657","test_update[Common -> Column Names:Date1 (for Full Kit Task Checklist)]","Common -> Column Names","2026-01-03","failed","2026-01-03","Date1 (for Full Kit Task Checklist)","edit","",""
"","43018","test_view[Metrics -> Throughput:Time Interval]","Metrics -> Throughput","2026-01-04","failed","2026-01-04","Time Interval","view","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","75193","test_negative_update[Project Mgr -> Add/Checkin External Project Attribute Mapping:Project Attribute Field For External Mapping]","Project Mgr -> Add/Checkin External Project Attribute Mapping","2026-01-03","failed","2026-01-03","Project Attribute Field For External Mapping","negative_update","",""
"","37537","test_update[Common -> Column Names:Task Text 59  (Custom Task Text Field)]","Common -> Column Names","2026-01-03","passed","2026-01-03","Task Text 59  (Custom Task Text Field)","edit","",""
"","33508","test_view[Executive -> Queues:Minimum Number Of Impacted Projects For Display In Queues]","Executive -> Queues","2026-01-04","passed","2026-01-04","Minimum Number Of Impacted Projects For Display In Queues","view","",""
"","69624","test_update[Common -> Column Names:Buffer Recovery]","Common -> Column Names","2026-01-03","failed","2026-01-03","Buffer Recovery","edit","",""
"","24919","test_view[Common -> Column Names:Delay Reason Comments]","Common -> Column Names","2026-01-04","passed","2026-01-04","Delay Reason Comments","view","",""
"","30997","test_view[Planning Client -> Adv. Filter Field Mapping:Task Text 52  (Custom Task Text Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","passed","2026-01-04","Task Text 52  (Custom Task Text Field)","view","",""
"","70754","test_update[Common -> Column Names:Current Bucket Status]","Common -> Column Names","2026-01-03","failed","2026-01-03","Current Bucket Status","edit","",""
"","47952","test_view[Buffer Diagnostics -> Pen Chains:Hidden Fields]","Buffer Diagnostics -> Pen Chains","2026-01-04","failed","2026-01-04","Hidden Fields","view","",""
